risk_score_id,assessment_date,grid_id,kecamatan,kelurahan,threat_type,time_window,risk_score,risk_class,historical_factor,recent_trend_factor,temporal_factor,spatial_factor,context_factor,model_version,window_start,window_end,weights_version
RS-00748,2025-10-29,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,18:00-23:59,44,Low,58,43,30,40,38,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-00749,2025-11-05,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,00:00-06:00,33,Low,52,23,32,18,27,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-00750,2025-11-05,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,06:00-12:00,41,Low,46,41,50,27,29,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-00751,2025-11-05,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,12:00-18:00,56,Moderate,61,42,61,53,71,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-00752,2025-11-05,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,18:00-23:59,59,Moderate,42,62,66,74,65,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-00753,2025-11-12,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,00:00-06:00,42,Low,41,52,33,41,39,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-00754,2025-11-12,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,06:00-12:00,33,Low,9,47,40,40,47,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-00755,2025-11-12,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,12:00-18:00,68,Moderate,69,63,67,76,67,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-00756,2025-11-12,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,18:00-23:59,47,Moderate,62,42,39,42,39,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-00757,2025-11-19,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,00:00-06:00,31,Low,38,27,21,46,19,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
RS-00758,2025-11-19,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,06:00-12:00,44,Low,33,54,59,35,36,dummy-v1,2025-11-19T06:00+07:00,2025-11-19T12:00+07:00,dummy-v1
RS-00759,2025-11-19,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,12:00-18:00,53,Moderate,58,45,63,39,60,dummy-v1,2025-11-19T12:00+07:00,2025-11-19T18:00+07:00,dummy-v1
RS-00760,2025-11-19,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,18:00-23:59,79,High,85,65,77,94,76,dummy-v1,2025-11-19T18:00+07:00,2025-11-20T00:00+07:00,dummy-v1
RS-00761,2025-11-26,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,00:00-06:00,63,Moderate,48,78,62,64,70,dummy-v1,2025-11-26T00:00+07:00,2025-11-26T06:00+07:00,dummy-v1
RS-00762,2025-11-26,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,06:00-12:00,74,High,95,59,77,62,60,dummy-v1,2025-11-26T06:00+07:00,2025-11-26T12:00+07:00,dummy-v1
RS-00763,2025-11-26,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,12:00-18:00,52,Moderate,59,50,37,58,57,dummy-v1,2025-11-26T12:00+07:00,2025-11-26T18:00+07:00,dummy-v1
RS-00764,2025-11-26,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,18:00-23:59,61,Moderate,52,76,55,56,70,dummy-v1,2025-11-26T18:00+07:00,2025-11-27T00:00+07:00,dummy-v1
RS-00765,2025-12-03,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,00:00-06:00,55,Moderate,68,50,43,48,64,dummy-v1,2025-12-03T00:00+07:00,2025-12-03T06:00+07:00,dummy-v1
RS-00766,2025-12-03,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,06:00-12:00,60,Moderate,38,75,71,56,72,dummy-v1,2025-12-03T06:00+07:00,2025-12-03T12:00+07:00,dummy-v1
RS-00767,2025-12-03,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,12:00-18:00,30,Low,34,24,35,24,31,dummy-v1,2025-12-03T12:00+07:00,2025-12-03T18:00+07:00,dummy-v1
RS-00768,2025-12-03,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,18:00-23:59,47,Moderate,30,60,57,49,42,dummy-v1,2025-12-03T18:00+07:00,2025-12-04T00:00+07:00,dummy-v1
RS-00769,2025-12-10,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,00:00-06:00,29,Low,35,34,18,21,34,dummy-v1,2025-12-10T00:00+07:00,2025-12-10T06:00+07:00,dummy-v1
RS-00770,2025-12-10,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,06:00-12:00,47,Moderate,33,59,52,45,51,dummy-v1,2025-12-10T06:00+07:00,2025-12-10T12:00+07:00,dummy-v1
RS-00771,2025-12-10,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,12:00-18:00,66,Moderate,62,77,54,75,62,dummy-v1,2025-12-10T12:00+07:00,2025-12-10T18:00+07:00,dummy-v1
RS-00772,2025-12-10,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,18:00-23:59,68,Moderate,86,61,58,56,70,dummy-v1,2025-12-10T18:00+07:00,2025-12-11T00:00+07:00,dummy-v1
RS-00773,2025-12-17,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,00:00-06:00,45,Moderate,73,31,31,39,33,dummy-v1,2025-12-17T00:00+07:00,2025-12-17T06:00+07:00,dummy-v1
RS-00774,2025-12-17,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,06:00-12:00,43,Low,41,47,33,47,53,dummy-v1,2025-12-17T06:00+07:00,2025-12-17T12:00+07:00,dummy-v1
RS-00775,2025-12-17,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,12:00-18:00,55,Moderate,61,42,70,51,46,dummy-v1,2025-12-17T12:00+07:00,2025-12-17T18:00+07:00,dummy-v1
RS-00776,2025-12-17,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,18:00-23:59,57,Moderate,45,68,46,69,70,dummy-v1,2025-12-17T18:00+07:00,2025-12-18T00:00+07:00,dummy-v1
RS-00777,2025-12-24,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,00:00-06:00,49,Moderate,53,54,50,34,44,dummy-v1,2025-12-24T00:00+07:00,2025-12-24T06:00+07:00,dummy-v1
RS-00778,2025-12-24,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,06:00-12:00,71,High,64,69,86,71,66,dummy-v1,2025-12-24T06:00+07:00,2025-12-24T12:00+07:00,dummy-v1
RS-00779,2025-12-24,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,12:00-18:00,54,Moderate,71,49,42,47,49,dummy-v1,2025-12-24T12:00+07:00,2025-12-24T18:00+07:00,dummy-v1
RS-00780,2025-12-24,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,18:00-23:59,33,Low,40,24,47,24,21,dummy-v1,2025-12-24T18:00+07:00,2025-12-25T00:00+07:00,dummy-v1
RS-00781,2025-12-31,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,00:00-06:00,65,Moderate,66,70,58,68,58,dummy-v1,2025-12-31T00:00+07:00,2025-12-31T06:00+07:00,dummy-v1
RS-00782,2025-12-31,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,06:00-12:00,50,Moderate,33,52,64,63,48,dummy-v1,2025-12-31T06:00+07:00,2025-12-31T12:00+07:00,dummy-v1
RS-00783,2025-12-31,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,12:00-18:00,47,Moderate,50,37,60,35,55,dummy-v1,2025-12-31T12:00+07:00,2025-12-31T18:00+07:00,dummy-v1
RS-00784,2025-12-31,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,18:00-23:59,88,Critical,94,95,78,76,89,dummy-v1,2025-12-31T18:00+07:00,2026-01-01T00:00+07:00,dummy-v1
RS-00785,2025-10-01,JKS-015,Pasar Minggu,Ragunan,CURAS,00:00-06:00,43,Low,50,31,55,34,43,dummy-v1,2025-10-01T00:00+07:00,2025-10-01T06:00+07:00,dummy-v1
RS-00786,2025-10-01,JKS-015,Pasar Minggu,Ragunan,CURAS,06:00-12:00,46,Moderate,61,45,32,45,32,dummy-v1,2025-10-01T06:00+07:00,2025-10-01T12:00+07:00,dummy-v1
RS-00787,2025-10-01,JKS-015,Pasar Minggu,Ragunan,CURAS,12:00-18:00,50,Moderate,57,43,46,44,63,dummy-v1,2025-10-01T12:00+07:00,2025-10-01T18:00+07:00,dummy-v1
RS-00788,2025-10-01,JKS-015,Pasar Minggu,Ragunan,CURANMOR,18:00-23:59,73,High,63,81,81,62,83,dummy-v1,2025-10-01T18:00+07:00,2025-10-02T00:00+07:00,dummy-v1
RS-00789,2025-10-08,JKS-015,Pasar Minggu,Ragunan,CURAS,00:00-06:00,35,Low,54,23,21,39,30,dummy-v1,2025-10-08T00:00+07:00,2025-10-08T06:00+07:00,dummy-v1
RS-00790,2025-10-08,JKS-015,Pasar Minggu,Ragunan,CURAT,06:00-12:00,41,Low,55,31,35,43,33,dummy-v1,2025-10-08T06:00+07:00,2025-10-08T12:00+07:00,dummy-v1
RS-00791,2025-10-08,JKS-015,Pasar Minggu,Ragunan,CURAS,12:00-18:00,33,Low,27,41,29,46,19,dummy-v1,2025-10-08T12:00+07:00,2025-10-08T18:00+07:00,dummy-v1
RS-00792,2025-10-08,JKS-015,Pasar Minggu,Ragunan,CURANMOR,18:00-23:59,85,Critical,66,96,99,81,92,dummy-v1,2025-10-08T18:00+07:00,2025-10-09T00:00+07:00,dummy-v1
RS-00793,2025-10-15,JKS-015,Pasar Minggu,Ragunan,CURANMOR,00:00-06:00,72,High,73,64,79,78,65,dummy-v1,2025-10-15T00:00+07:00,2025-10-15T06:00+07:00,dummy-v1
RS-00794,2025-10-15,JKS-015,Pasar Minggu,Ragunan,CURAT,06:00-12:00,25,Low,20,32,26,28,15,dummy-v1,2025-10-15T06:00+07:00,2025-10-15T12:00+07:00,dummy-v1
RS-00795,2025-10-15,JKS-015,Pasar Minggu,Ragunan,CURANMOR,12:00-18:00,58,Moderate,48,56,64,72,60,dummy-v1,2025-10-15T12:00+07:00,2025-10-15T18:00+07:00,dummy-v1
RS-00796,2025-10-15,JKS-015,Pasar Minggu,Ragunan,CURAS,18:00-23:59,47,Moderate,19,61,62,50,61,dummy-v1,2025-10-15T18:00+07:00,2025-10-16T00:00+07:00,dummy-v1
RS-00797,2025-10-22,JKS-015,Pasar Minggu,Ragunan,CURAS,00:00-06:00,51,Moderate,35,62,54,63,47,dummy-v1,2025-10-22T00:00+07:00,2025-10-22T06:00+07:00,dummy-v1
RS-00798,2025-10-22,JKS-015,Pasar Minggu,Ragunan,CURAS,06:00-12:00,32,Low,38,20,30,35,43,dummy-v1,2025-10-22T06:00+07:00,2025-10-22T12:00+07:00,dummy-v1
RS-00799,2025-10-22,JKS-015,Pasar Minggu,Ragunan,CURAT,12:00-18:00,60,Moderate,50,71,47,75,66,dummy-v1,2025-10-22T12:00+07:00,2025-10-22T18:00+07:00,dummy-v1
RS-00800,2025-10-22,JKS-015,Pasar Minggu,Ragunan,CURANMOR,18:00-23:59,51,Moderate,48,61,50,49,40,dummy-v1,2025-10-22T18:00+07:00,2025-10-23T00:00+07:00,dummy-v1
RS-00801,2025-10-29,JKS-015,Pasar Minggu,Ragunan,CURAT,00:00-06:00,30,Low,11,43,35,44,23,dummy-v1,2025-10-29T00:00+07:00,2025-10-29T06:00+07:00,dummy-v1
RS-00802,2025-10-29,JKS-015,Pasar Minggu,Ragunan,CURAS,06:00-12:00,54,Moderate,40,67,58,66,39,dummy-v1,2025-10-29T06:00+07:00,2025-10-29T12:00+07:00,dummy-v1
RS-00803,2025-10-29,JKS-015,Pasar Minggu,Ragunan,CURANMOR,12:00-18:00,71,High,81,62,64,67,83,dummy-v1,2025-10-29T12:00+07:00,2025-10-29T18:00+07:00,dummy-v1
RS-00804,2025-10-29,JKS-015,Pasar Minggu,Ragunan,CURAS,18:00-23:59,53,Moderate,72,53,38,39,48,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-00805,2025-11-05,JKS-015,Pasar Minggu,Ragunan,CURAT,00:00-06:00,68,Moderate,71,59,78,62,71,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-00806,2025-11-05,JKS-015,Pasar Minggu,Ragunan,CURAS,06:00-12:00,39,Low,32,52,27,39,51,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-00807,2025-11-05,JKS-015,Pasar Minggu,Ragunan,CURAT,12:00-18:00,44,Low,34,47,50,56,37,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-00808,2025-11-05,JKS-015,Pasar Minggu,Ragunan,CURAS,18:00-23:59,67,Moderate,51,80,73,60,81,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-00809,2025-11-12,JKS-015,Pasar Minggu,Ragunan,CURAS,00:00-06:00,63,Moderate,63,58,59,75,65,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-00810,2025-11-12,JKS-015,Pasar Minggu,Ragunan,CURAS,06:00-12:00,72,High,57,80,82,65,87,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-00811,2025-11-12,JKS-015,Pasar Minggu,Ragunan,CURAT,12:00-18:00,44,Low,49,37,47,41,46,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-00812,2025-11-12,JKS-015,Pasar Minggu,Ragunan,CURAS,18:00-23:59,64,Moderate,62,69,51,75,66,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-00813,2025-11-19,JKS-015,Pasar Minggu,Ragunan,CURAS,00:00-06:00,52,Moderate,69,39,52,49,37,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
RS-00814,2025-11-19,JKS-015,Pasar Minggu,Ragunan,CURANMOR,06:00-12:00,49,Moderate,43,50,53,63,36,dummy-v1,2025-11-19T06:00+07:00,2025-11-19T12:00+07:00,dummy-v1
RS-00815,2025-11-19,JKS-015,Pasar Minggu,Ragunan,CURANMOR,12:00-18:00,74,High,91,61,69,62,83,dummy-v1,2025-11-19T12:00+07:00,2025-11-19T18:00+07:00,dummy-v1
RS-00816,2025-11-19,JKS-015,Pasar Minggu,Ragunan,CURAT,18:00-23:59,61,Moderate,64,47,74,69,49,dummy-v1,2025-11-19T18:00+07:00,2025-11-20T00:00+07:00,dummy-v1
RS-00817,2025-11-26,JKS-015,Pasar Minggu,Ragunan,CURANMOR,00:00-06:00,32,Low,31,44,24,34,17,dummy-v1,2025-11-26T00:00+07:00,2025-11-26T06:00+07:00,dummy-v1
RS-00818,2025-11-26,JKS-015,Pasar Minggu,Ragunan,CURANMOR,06:00-12:00,40,Low,49,34,29,47,40,dummy-v1,2025-11-26T06:00+07:00,2025-11-26T12:00+07:00,dummy-v1
RS-00819,2025-11-26,JKS-015,Pasar Minggu,Ragunan,CURANMOR,12:00-18:00,25,Low,34,14,22,39,10,dummy-v1,2025-11-26T12:00+07:00,2025-11-26T18:00+07:00,dummy-v1
RS-00820,2025-11-26,JKS-015,Pasar Minggu,Ragunan,CURANMOR,18:00-23:59,48,Moderate,25,62,61,46,58,dummy-v1,2025-11-26T18:00+07:00,2025-11-27T00:00+07:00,dummy-v1
RS-00821,2025-12-03,JKS-015,Pasar Minggu,Ragunan,CURANMOR,00:00-06:00,25,Low,17,25,20,37,40,dummy-v1,2025-12-03T00:00+07:00,2025-12-03T06:00+07:00,dummy-v1
RS-00822,2025-12-03,JKS-015,Pasar Minggu,Ragunan,CURANMOR,06:00-12:00,62,Moderate,52,68,70,57,67,dummy-v1,2025-12-03T06:00+07:00,2025-12-03T12:00+07:00,dummy-v1
RS-00823,2025-12-03,JKS-015,Pasar Minggu,Ragunan,CURANMOR,12:00-18:00,30,Low,18,34,44,29,29,dummy-v1,2025-12-03T12:00+07:00,2025-12-03T18:00+07:00,dummy-v1
RS-00824,2025-12-03,JKS-015,Pasar Minggu,Ragunan,CURAS,18:00-23:59,69,Moderate,91,69,54,55,54,dummy-v1,2025-12-03T18:00+07:00,2025-12-04T00:00+07:00,dummy-v1
RS-00825,2025-12-10,JKS-015,Pasar Minggu,Ragunan,CURAT,00:00-06:00,40,Low,56,32,30,27,52,dummy-v1,2025-12-10T00:00+07:00,2025-12-10T06:00+07:00,dummy-v1
RS-00826,2025-12-10,JKS-015,Pasar Minggu,Ragunan,CURAS,06:00-12:00,31,Low,30,34,34,22,33,dummy-v1,2025-12-10T06:00+07:00,2025-12-10T12:00+07:00,dummy-v1
RS-00827,2025-12-10,JKS-015,Pasar Minggu,Ragunan,CURANMOR,12:00-18:00,36,Low,33,45,34,27,39,dummy-v1,2025-12-10T12:00+07:00,2025-12-10T18:00+07:00,dummy-v1
RS-00828,2025-12-10,JKS-015,Pasar Minggu,Ragunan,CURAS,18:00-23:59,51,Moderate,68,37,41,50,55,dummy-v1,2025-12-10T18:00+07:00,2025-12-11T00:00+07:00,dummy-v1
RS-00829,2025-12-17,JKS-015,Pasar Minggu,Ragunan,CURAT,00:00-06:00,52,Moderate,43,49,67,61,44,dummy-v1,2025-12-17T00:00+07:00,2025-12-17T06:00+07:00,dummy-v1
RS-00830,2025-12-17,JKS-015,Pasar Minggu,Ragunan,CURAT,06:00-12:00,26,Low,32,20,28,14,38,dummy-v1,2025-12-17T06:00+07:00,2025-12-17T12:00+07:00,dummy-v1
RS-00831,2025-12-17,JKS-015,Pasar Minggu,Ragunan,CURAT,12:00-18:00,51,Moderate,36,61,65,54,39,dummy-v1,2025-12-17T12:00+07:00,2025-12-17T18:00+07:00,dummy-v1
RS-00832,2025-12-17,JKS-015,Pasar Minggu,Ragunan,CURAT,18:00-23:59,50,Moderate,41,55,46,62,53,dummy-v1,2025-12-17T18:00+07:00,2025-12-18T00:00+07:00,dummy-v1
RS-00833,2025-12-24,JKS-015,Pasar Minggu,Ragunan,CURAT,00:00-06:00,64,Moderate,69,59,78,53,51,dummy-v1,2025-12-24T00:00+07:00,2025-12-24T06:00+07:00,dummy-v1
RS-00834,2025-12-24,JKS-015,Pasar Minggu,Ragunan,CURANMOR,06:00-12:00,71,High,58,84,78,70,64,dummy-v1,2025-12-24T06:00+07:00,2025-12-24T12:00+07:00,dummy-v1
RS-00835,2025-12-24,JKS-015,Pasar Minggu,Ragunan,CURAT,12:00-18:00,32,Low,32,27,34,34,37,dummy-v1,2025-12-24T12:00+07:00,2025-12-24T18:00+07:00,dummy-v1
RS-00836,2025-12-24,JKS-015,Pasar Minggu,Ragunan,CURAS,18:00-23:59,69,Moderate,69,74,65,60,78,dummy-v1,2025-12-24T18:00+07:00,2025-12-25T00:00+07:00,dummy-v1
RS-00837,2025-12-31,JKS-015,Pasar Minggu,Ragunan,CURAT,00:00-06:00,55,Moderate,55,56,59,41,67,dummy-v1,2025-12-31T00:00+07:00,2025-12-31T06:00+07:00,dummy-v1
RS-00838,2025-12-31,JKS-015,Pasar Minggu,Ragunan,CURAT,06:00-12:00,71,High,63,83,75,61,73,dummy-v1,2025-12-31T06:00+07:00,2025-12-31T12:00+07:00,dummy-v1
RS-00839,2025-12-31,JKS-015,Pasar Minggu,Ragunan,CURAT,12:00-18:00,70,High,46,84,82,78,70,dummy-v1,2025-12-31T12:00+07:00,2025-12-31T18:00+07:00,dummy-v1
RS-00840,2025-12-31,JKS-015,Pasar Minggu,Ragunan,CURAS,18:00-23:59,72,High,67,80,66,79,69,dummy-v1,2025-12-31T18:00+07:00,2026-01-01T00:00+07:00,dummy-v1
RS-00841,2025-10-01,JKS-016,Pasar Minggu,Jati Padang,CURANMOR,00:00-06:00,74,High,71,76,66,77,89,dummy-v1,2025-10-01T00:00+07:00,2025-10-01T06:00+07:00,dummy-v1
RS-00842,2025-10-01,JKS-016,Pasar Minggu,Jati Padang,CURAS,06:00-12:00,33,Low,35,42,23,20,43,dummy-v1,2025-10-01T06:00+07:00,2025-10-01T12:00+07:00,dummy-v1
RS-00843,2025-10-01,JKS-016,Pasar Minggu,Jati Padang,CURAT,12:00-18:00,44,Low,50,48,31,42,45,dummy-v1,2025-10-01T12:00+07:00,2025-10-01T18:00+07:00,dummy-v1
RS-00844,2025-10-01,JKS-016,Pasar Minggu,Jati Padang,CURAT,18:00-23:59,66,Moderate,78,63,64,56,56,dummy-v1,2025-10-01T18:00+07:00,2025-10-02T00:00+07:00,dummy-v1
RS-00845,2025-10-08,JKS-016,Pasar Minggu,Jati Padang,CURANMOR,00:00-06:00,61,Moderate,42,67,73,69,68,dummy-v1,2025-10-08T00:00+07:00,2025-10-08T06:00+07:00,dummy-v1
RS-00846,2025-10-08,JKS-016,Pasar Minggu,Jati Padang,CURANMOR,06:00-12:00,40,Low,44,46,35,38,27,dummy-v1,2025-10-08T06:00+07:00,2025-10-08T12:00+07:00,dummy-v1
RS-00847,2025-10-08,JKS-016,Pasar Minggu,Jati Padang,CURAT,12:00-18:00,70,High,46,82,81,85,66,dummy-v1,2025-10-08T12:00+07:00,2025-10-08T18:00+07:00,dummy-v1
RS-00848,2025-10-08,JKS-016,Pasar Minggu,Jati Padang,CURAS,18:00-23:59,42,Low,39,54,39,38,32,dummy-v1,2025-10-08T18:00+07:00,2025-10-09T00:00+07:00,dummy-v1
RS-00849,2025-10-15,JKS-016,Pasar Minggu,Jati Padang,CURANMOR,00:00-06:00,55,Moderate,51,43,60,68,69,dummy-v1,2025-10-15T00:00+07:00,2025-10-15T06:00+07:00,dummy-v1
RS-00850,2025-10-15,JKS-016,Pasar Minggu,Jati Padang,CURANMOR,06:00-12:00,61,Moderate,61,60,59,75,48,dummy-v1,2025-10-15T06:00+07:00,2025-10-15T12:00+07:00,dummy-v1
RS-00851,2025-10-15,JKS-016,Pasar Minggu,Jati Padang,CURAS,12:00-18:00,44,Low,49,48,42,38,31,dummy-v1,2025-10-15T12:00+07:00,2025-10-15T18:00+07:00,dummy-v1
RS-00852,2025-10-15,JKS-016,Pasar Minggu,Jati Padang,CURAS,18:00-23:59,67,Moderate,69,60,65,71,78,dummy-v1,2025-10-15T18:00+07:00,2025-10-16T00:00+07:00,dummy-v1
RS-00853,2025-10-22,JKS-016,Pasar Minggu,Jati Padang,CURANMOR,00:00-06:00,58,Moderate,61,51,64,59,52,dummy-v1,2025-10-22T00:00+07:00,2025-10-22T06:00+07:00,dummy-v1
RS-00854,2025-10-22,JKS-016,Pasar Minggu,Jati Padang,CURAT,06:00-12:00,61,Moderate,75,61,58,48,46,dummy-v1,2025-10-22T06:00+07:00,2025-10-22T12:00+07:00,dummy-v1
RS-00855,2025-10-22,JKS-016,Pasar Minggu,Jati Padang,CURANMOR,12:00-18:00,26,Low,24,28,31,28,15,dummy-v1,2025-10-22T12:00+07:00,2025-10-22T18:00+07:00,dummy-v1
RS-00856,2025-10-22,JKS-016,Pasar Minggu,Jati Padang,CURANMOR,18:00-23:59,70,High,79,58,62,79,75,dummy-v1,2025-10-22T18:00+07:00,2025-10-23T00:00+07:00,dummy-v1
RS-00857,2025-10-29,JKS-016,Pasar Minggu,Jati Padang,CURAT,00:00-06:00,34,Low,66,19,20,20,25,dummy-v1,2025-10-29T00:00+07:00,2025-10-29T06:00+07:00,dummy-v1
RS-00858,2025-10-29,JKS-016,Pasar Minggu,Jati Padang,CURANMOR,06:00-12:00,30,Low,36,39,16,28,21,dummy-v1,2025-10-29T06:00+07:00,2025-10-29T12:00+07:00,dummy-v1
RS-00859,2025-10-29,JKS-016,Pasar Minggu,Jati Padang,CURAS,12:00-18:00,43,Low,30,46,57,41,48,dummy-v1,2025-10-29T12:00+07:00,2025-10-29T18:00+07:00,dummy-v1
RS-00860,2025-10-29,JKS-016,Pasar Minggu,Jati Padang,CURAT,18:00-23:59,34,Low,51,32,23,21,28,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-00861,2025-11-05,JKS-016,Pasar Minggu,Jati Padang,CURAT,00:00-06:00,29,Low,44,21,21,33,14,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-00862,2025-11-05,JKS-016,Pasar Minggu,Jati Padang,CURAS,06:00-12:00,49,Moderate,26,59,64,53,57,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-00863,2025-11-05,JKS-016,Pasar Minggu,Jati Padang,CURAS,12:00-18:00,64,Moderate,63,72,61,57,63,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-00864,2025-11-05,JKS-016,Pasar Minggu,Jati Padang,CURAS,18:00-23:59,50,Moderate,33,62,57,47,61,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-00865,2025-11-12,JKS-016,Pasar Minggu,Jati Padang,CURANMOR,00:00-06:00,43,Low,40,42,51,47,33,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-00866,2025-11-12,JKS-016,Pasar Minggu,Jati Padang,CURANMOR,06:00-12:00,57,Moderate,69,50,44,51,72,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-00867,2025-11-12,JKS-016,Pasar Minggu,Jati Padang,CURAT,12:00-18:00,53,Moderate,56,57,48,46,55,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-00868,2025-11-12,JKS-016,Pasar Minggu,Jati Padang,CURAS,18:00-23:59,69,Moderate,60,79,79,67,55,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-00869,2025-11-19,JKS-016,Pasar Minggu,Jati Padang,CURAS,00:00-06:00,50,Moderate,39,52,65,41,62,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
RS-00870,2025-11-19,JKS-016,Pasar Minggu,Jati Padang,CURAT,06:00-12:00,35,Low,37,34,23,42,44,dummy-v1,2025-11-19T06:00+07:00,2025-11-19T12:00+07:00,dummy-v1
RS-00871,2025-11-19,JKS-016,Pasar Minggu,Jati Padang,CURAS,12:00-18:00,45,Moderate,39,55,54,33,39,dummy-v1,2025-11-19T12:00+07:00,2025-11-19T18:00+07:00,dummy-v1
RS-00872,2025-11-19,JKS-016,Pasar Minggu,Jati Padang,CURANMOR,18:00-23:59,59,Moderate,54,49,65,73,66,dummy-v1,2025-11-19T18:00+07:00,2025-11-20T00:00+07:00,dummy-v1
RS-00873,2025-11-26,JKS-016,Pasar Minggu,Jati Padang,CURAS,00:00-06:00,58,Moderate,62,57,43,69,61,dummy-v1,2025-11-26T00:00+07:00,2025-11-26T06:00+07:00,dummy-v1
RS-00874,2025-11-26,JKS-016,Pasar Minggu,Jati Padang,CURAS,06:00-12:00,64,Moderate,59,75,54,77,51,dummy-v1,2025-11-26T06:00+07:00,2025-11-26T12:00+07:00,dummy-v1
