risk_score_id,assessment_date,grid_id,kecamatan,kelurahan,threat_type,time_window,risk_score,risk_class,historical_factor,recent_trend_factor,temporal_factor,spatial_factor,context_factor,model_version,is_synthetic
RS-00645,2025-11-19,JKS-012,Cilandak,Cilandak Barat,CURAT,00:00-06:00,45,Moderate,22,7,15,15,2,dummy-v1,True
RS-00646,2025-11-19,JKS-012,Cilandak,Cilandak Barat,CURAS,06:00-12:00,31,Low,19,5,8,14,7,dummy-v1,True
RS-00647,2025-11-19,JKS-012,Cilandak,Cilandak Barat,CURANMOR,12:00-18:00,44,Low,14,21,13,12,6,dummy-v1,True
RS-00648,2025-11-19,JKS-012,Cilandak,Cilandak Barat,CURAS,18:00-23:59,69,Moderate,12,12,9,9,0,dummy-v1,True
RS-00649,2025-11-26,JKS-012,Cilandak,Cilandak Barat,CURAT,00:00-06:00,71,High,17,11,5,16,3,dummy-v1,True
RS-00650,2025-11-26,JKS-012,Cilandak,Cilandak Barat,CURANMOR,06:00-12:00,52,Moderate,27,8,14,7,9,dummy-v1,True
RS-00651,2025-11-26,JKS-012,Cilandak,Cilandak Barat,CURANMOR,12:00-18:00,55,Moderate,21,9,9,8,8,dummy-v1,True
RS-00652,2025-11-26,JKS-012,Cilandak,Cilandak Barat,CURAT,18:00-23:59,76,High,10,20,15,10,3,dummy-v1,True
RS-00653,2025-12-03,JKS-012,Cilandak,Cilandak Barat,CURAT,00:00-06:00,42,Low,26,16,5,9,5,dummy-v1,True
RS-00654,2025-12-03,JKS-012,Cilandak,Cilandak Barat,CURAT,06:00-12:00,42,Low,29,16,8,14,4,dummy-v1,True
RS-00655,2025-12-03,JKS-012,Cilandak,Cilandak Barat,CURAS,12:00-18:00,50,Moderate,25,9,14,7,7,dummy-v1,True
RS-00656,2025-12-03,JKS-012,Cilandak,Cilandak Barat,CURAS,18:00-23:59,42,Low,30,11,14,11,5,dummy-v1,True
RS-00657,2025-12-10,JKS-012,Cilandak,Cilandak Barat,CURAT,00:00-06:00,38,Low,29,15,18,19,3,dummy-v1,True
RS-00658,2025-12-10,JKS-012,Cilandak,Cilandak Barat,CURAT,06:00-12:00,69,Moderate,12,17,8,7,2,dummy-v1,True
RS-00659,2025-12-10,JKS-012,Cilandak,Cilandak Barat,CURANMOR,12:00-18:00,50,Moderate,13,10,17,19,3,dummy-v1,True
RS-00660,2025-12-10,JKS-012,Cilandak,Cilandak Barat,CURAT,18:00-23:59,36,Low,24,16,12,16,8,dummy-v1,True
RS-00661,2025-12-17,JKS-012,Cilandak,Cilandak Barat,CURAT,00:00-06:00,31,Low,17,24,14,15,1,dummy-v1,True
RS-00662,2025-12-17,JKS-012,Cilandak,Cilandak Barat,CURANMOR,06:00-12:00,54,Moderate,30,13,12,9,1,dummy-v1,True
RS-00663,2025-12-17,JKS-012,Cilandak,Cilandak Barat,CURAS,12:00-18:00,45,Moderate,26,12,6,11,10,dummy-v1,True
RS-00664,2025-12-17,JKS-012,Cilandak,Cilandak Barat,CURAS,18:00-23:59,42,Low,23,25,14,20,6,dummy-v1,True
RS-00665,2025-12-24,JKS-012,Cilandak,Cilandak Barat,CURAT,00:00-06:00,46,Moderate,22,25,10,6,9,dummy-v1,True
RS-00666,2025-12-24,JKS-012,Cilandak,Cilandak Barat,CURANMOR,06:00-12:00,25,Low,12,15,7,13,5,dummy-v1,True
RS-00667,2025-12-24,JKS-012,Cilandak,Cilandak Barat,CURAS,12:00-18:00,28,Low,15,6,13,6,7,dummy-v1,True
RS-00668,2025-12-24,JKS-012,Cilandak,Cilandak Barat,CURANMOR,18:00-23:59,74,High,10,24,5,7,2,dummy-v1,True
RS-00669,2025-12-31,JKS-012,Cilandak,Cilandak Barat,CURAS,00:00-06:00,46,Moderate,26,7,13,8,10,dummy-v1,True
RS-00670,2025-12-31,JKS-012,Cilandak,Cilandak Barat,CURAS,06:00-12:00,52,Moderate,22,19,16,7,4,dummy-v1,True
RS-00671,2025-12-31,JKS-012,Cilandak,Cilandak Barat,CURANMOR,12:00-18:00,64,Moderate,27,17,11,17,0,dummy-v1,True
RS-00672,2025-12-31,JKS-012,Cilandak,Cilandak Barat,CURANMOR,18:00-23:59,86,Critical,20,18,9,14,7,dummy-v1,True
RS-00673,2025-10-01,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,00:00-06:00,55,Moderate,28,23,16,9,6,dummy-v1,True
RS-00674,2025-10-01,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,06:00-12:00,74,High,29,22,11,7,8,dummy-v1,True
RS-00675,2025-10-01,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,12:00-18:00,30,Low,19,12,17,11,0,dummy-v1,True
RS-00676,2025-10-01,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,18:00-23:59,66,Moderate,12,11,10,15,1,dummy-v1,True
RS-00677,2025-10-08,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,00:00-06:00,56,Moderate,11,18,5,8,3,dummy-v1,True
RS-00678,2025-10-08,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,06:00-12:00,44,Low,12,8,6,12,10,dummy-v1,True
RS-00679,2025-10-08,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,12:00-18:00,57,Moderate,14,22,17,18,3,dummy-v1,True
RS-00680,2025-10-08,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,18:00-23:59,70,High,20,13,8,16,2,dummy-v1,True
RS-00681,2025-10-15,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,00:00-06:00,63,Moderate,30,14,11,9,8,dummy-v1,True
RS-00682,2025-10-15,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,06:00-12:00,52,Moderate,14,21,16,17,0,dummy-v1,True
RS-00683,2025-10-15,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,12:00-18:00,41,Low,11,23,13,8,6,dummy-v1,True
RS-00684,2025-10-15,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,18:00-23:59,78,High,22,8,17,10,8,dummy-v1,True
RS-00685,2025-10-22,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,00:00-06:00,39,Low,24,21,17,9,4,dummy-v1,True
RS-00686,2025-10-22,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,06:00-12:00,49,Moderate,30,18,6,20,8,dummy-v1,True
RS-00687,2025-10-22,JKS-013,Pasar Minggu,Pejaten Barat,CURAS,12:00-18:00,38,Low,24,8,11,14,5,dummy-v1,True
RS-00688,2025-10-22,JKS-013,Pasar Minggu,Pejaten Barat,CURAS,18:00-23:59,79,High,20,25,18,11,1,dummy-v1,True
RS-00689,2025-10-29,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,00:00-06:00,56,Moderate,11,13,15,8,9,dummy-v1,True
RS-00690,2025-10-29,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,06:00-12:00,67,Moderate,15,5,9,10,8,dummy-v1,True
RS-00691,2025-10-29,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,12:00-18:00,38,Low,25,13,18,7,3,dummy-v1,True
RS-00692,2025-10-29,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,18:00-23:59,76,High,17,13,20,9,1,dummy-v1,True
RS-00693,2025-11-05,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,00:00-06:00,70,High,22,16,19,9,8,dummy-v1,True
RS-00694,2025-11-05,JKS-013,Pasar Minggu,Pejaten Barat,CURAS,06:00-12:00,47,Moderate,10,11,17,20,1,dummy-v1,True
RS-00695,2025-11-05,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,12:00-18:00,56,Moderate,20,17,8,16,8,dummy-v1,True
RS-00696,2025-11-05,JKS-013,Pasar Minggu,Pejaten Barat,CURAS,18:00-23:59,87,Critical,26,6,20,19,8,dummy-v1,True
RS-00697,2025-11-12,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,00:00-06:00,65,Moderate,26,14,8,9,7,dummy-v1,True
RS-00698,2025-11-12,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,06:00-12:00,69,Moderate,14,8,13,17,7,dummy-v1,True
RS-00699,2025-11-12,JKS-013,Pasar Minggu,Pejaten Barat,CURAS,12:00-18:00,49,Moderate,16,9,14,20,0,dummy-v1,True
RS-00700,2025-11-12,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,18:00-23:59,62,Moderate,25,14,8,6,0,dummy-v1,True
RS-00701,2025-11-19,JKS-013,Pasar Minggu,Pejaten Barat,CURAS,00:00-06:00,27,Low,22,16,5,9,9,dummy-v1,True
RS-00702,2025-11-19,JKS-013,Pasar Minggu,Pejaten Barat,CURAS,06:00-12:00,62,Moderate,18,5,16,9,0,dummy-v1,True
RS-00703,2025-11-19,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,12:00-18:00,26,Low,11,9,14,8,5,dummy-v1,True
RS-00704,2025-11-19,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,18:00-23:59,67,Moderate,19,12,19,13,10,dummy-v1,True
RS-00705,2025-11-26,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,00:00-06:00,62,Moderate,30,22,15,8,1,dummy-v1,True
RS-00706,2025-11-26,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,06:00-12:00,58,Moderate,29,8,13,13,2,dummy-v1,True
RS-00707,2025-11-26,JKS-013,Pasar Minggu,Pejaten Barat,CURAS,12:00-18:00,30,Low,28,8,18,5,10,dummy-v1,True
RS-00708,2025-11-26,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,18:00-23:59,44,Low,25,13,16,18,5,dummy-v1,True
RS-00709,2025-12-03,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,00:00-06:00,48,Moderate,25,12,16,20,9,dummy-v1,True
RS-00710,2025-12-03,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,06:00-12:00,70,High,12,8,20,18,10,dummy-v1,True
RS-00711,2025-12-03,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,12:00-18:00,49,Moderate,25,12,6,11,2,dummy-v1,True
RS-00712,2025-12-03,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,18:00-23:59,81,High,13,23,6,8,9,dummy-v1,True
RS-00713,2025-12-10,JKS-013,Pasar Minggu,Pejaten Barat,CURAS,00:00-06:00,58,Moderate,24,21,18,15,0,dummy-v1,True
RS-00714,2025-12-10,JKS-013,Pasar Minggu,Pejaten Barat,CURAS,06:00-12:00,61,Moderate,23,21,20,16,3,dummy-v1,True
RS-00715,2025-12-10,JKS-013,Pasar Minggu,Pejaten Barat,CURAS,12:00-18:00,26,Low,13,12,18,18,0,dummy-v1,True
RS-00716,2025-12-10,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,18:00-23:59,71,High,13,21,20,20,4,dummy-v1,True
RS-00717,2025-12-17,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,00:00-06:00,38,Low,15,11,12,12,1,dummy-v1,True
RS-00718,2025-12-17,JKS-013,Pasar Minggu,Pejaten Barat,CURAS,06:00-12:00,28,Low,12,8,13,11,5,dummy-v1,True
RS-00719,2025-12-17,JKS-013,Pasar Minggu,Pejaten Barat,CURAS,12:00-18:00,49,Moderate,20,15,9,8,0,dummy-v1,True
RS-00720,2025-12-17,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,18:00-23:59,50,Moderate,29,23,9,8,10,dummy-v1,True
RS-00721,2025-12-24,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,00:00-06:00,47,Moderate,28,16,14,17,10,dummy-v1,True
RS-00722,2025-12-24,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,06:00-12:00,38,Low,16,25,5,5,5,dummy-v1,True
RS-00723,2025-12-24,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,12:00-18:00,28,Low,17,22,8,16,7,dummy-v1,True
RS-00724,2025-12-24,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,18:00-23:59,74,High,12,17,19,8,2,dummy-v1,True
RS-00725,2025-12-31,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,00:00-06:00,58,Moderate,13,10,8,5,6,dummy-v1,True
RS-00726,2025-12-31,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,06:00-12:00,42,Low,19,21,17,11,3,dummy-v1,True
RS-00727,2025-12-31,JKS-013,Pasar Minggu,Pejaten Barat,CURAT,12:00-18:00,43,Low,16,17,7,12,10,dummy-v1,True
RS-00728,2025-12-31,JKS-013,Pasar Minggu,Pejaten Barat,CURAS,18:00-23:59,48,Moderate,18,14,11,10,2,dummy-v1,True
RS-00729,2025-10-01,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,00:00-06:00,32,Low,17,18,12,15,9,dummy-v1,True
RS-00730,2025-10-01,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,06:00-12:00,66,Moderate,10,19,9,18,6,dummy-v1,True
RS-00731,2025-10-01,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,12:00-18:00,50,Moderate,29,12,5,8,3,dummy-v1,True
RS-00732,2025-10-01,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,18:00-23:59,57,Moderate,28,7,13,11,1,dummy-v1,True
RS-00733,2025-10-08,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,00:00-06:00,33,Low,15,20,6,17,2,dummy-v1,True
RS-00734,2025-10-08,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,06:00-12:00,40,Low,20,15,11,18,4,dummy-v1,True
RS-00735,2025-10-08,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,12:00-18:00,32,Low,20,22,7,14,3,dummy-v1,True
RS-00736,2025-10-08,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,18:00-23:59,52,Moderate,14,19,9,11,7,dummy-v1,True
RS-00737,2025-10-15,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,00:00-06:00,30,Low,28,24,18,20,0,dummy-v1,True
RS-00738,2025-10-15,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,06:00-12:00,38,Low,23,9,17,19,9,dummy-v1,True
RS-00739,2025-10-15,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,12:00-18:00,56,Moderate,19,17,19,8,3,dummy-v1,True
RS-00740,2025-10-15,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,18:00-23:59,59,Moderate,28,24,10,10,6,dummy-v1,True
RS-00741,2025-10-22,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,00:00-06:00,39,Low,23,18,13,20,1,dummy-v1,True
RS-00742,2025-10-22,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,06:00-12:00,38,Low,12,15,9,20,6,dummy-v1,True
RS-00743,2025-10-22,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,12:00-18:00,53,Moderate,28,13,10,20,10,dummy-v1,True
RS-00744,2025-10-22,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,18:00-23:59,51,Moderate,17,18,19,18,0,dummy-v1,True
RS-00745,2025-10-29,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,00:00-06:00,39,Low,21,13,16,7,10,dummy-v1,True
RS-00746,2025-10-29,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,06:00-12:00,62,Moderate,12,20,20,10,8,dummy-v1,True
RS-00747,2025-10-29,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,12:00-18:00,65,Moderate,14,5,7,19,2,dummy-v1,True
RS-00748,2025-10-29,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,18:00-23:59,44,Low,25,15,12,17,10,dummy-v1,True
RS-00749,2025-11-05,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,00:00-06:00,33,Low,23,19,7,13,9,dummy-v1,True
RS-00750,2025-11-05,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,06:00-12:00,41,Low,12,20,17,14,0,dummy-v1,True
RS-00751,2025-11-05,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,12:00-18:00,56,Moderate,13,25,10,16,8,dummy-v1,True
RS-00752,2025-11-05,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,18:00-23:59,59,Moderate,23,24,7,8,0,dummy-v1,True
RS-00753,2025-11-12,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,00:00-06:00,42,Low,13,25,13,5,7,dummy-v1,True
RS-00754,2025-11-12,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,06:00-12:00,33,Low,24,24,20,20,4,dummy-v1,True
RS-00755,2025-11-12,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,12:00-18:00,68,Moderate,27,11,20,16,2,dummy-v1,True
RS-00756,2025-11-12,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,18:00-23:59,47,Moderate,15,19,6,13,7,dummy-v1,True
RS-00757,2025-11-19,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,00:00-06:00,31,Low,25,19,13,8,1,dummy-v1,True
RS-00758,2025-11-19,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,06:00-12:00,44,Low,20,7,6,6,7,dummy-v1,True
RS-00759,2025-11-19,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,12:00-18:00,53,Moderate,21,18,10,12,6,dummy-v1,True
RS-00760,2025-11-19,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,18:00-23:59,79,High,16,16,15,20,10,dummy-v1,True
RS-00761,2025-11-26,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,00:00-06:00,63,Moderate,22,23,19,5,7,dummy-v1,True
RS-00762,2025-11-26,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,06:00-12:00,74,High,26,19,10,13,2,dummy-v1,True
RS-00763,2025-11-26,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,12:00-18:00,52,Moderate,13,21,11,20,0,dummy-v1,True
RS-00764,2025-11-26,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,18:00-23:59,61,Moderate,18,25,11,17,6,dummy-v1,True
RS-00765,2025-12-03,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,00:00-06:00,55,Moderate,20,12,5,8,9,dummy-v1,True
RS-00766,2025-12-03,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,06:00-12:00,60,Moderate,26,7,13,16,9,dummy-v1,True
RS-00767,2025-12-03,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,12:00-18:00,30,Low,21,19,13,17,1,dummy-v1,True
RS-00768,2025-12-03,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,18:00-23:59,47,Moderate,10,25,11,7,3,dummy-v1,True
RS-00769,2025-12-10,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,00:00-06:00,29,Low,24,10,19,7,7,dummy-v1,True
RS-00770,2025-12-10,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,06:00-12:00,47,Moderate,11,8,9,18,10,dummy-v1,True
RS-00771,2025-12-10,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,12:00-18:00,66,Moderate,13,19,8,18,8,dummy-v1,True
RS-00772,2025-12-10,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,18:00-23:59,68,Moderate,22,12,17,18,3,dummy-v1,True
RS-00773,2025-12-17,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,00:00-06:00,45,Moderate,13,9,9,10,6,dummy-v1,True
RS-00774,2025-12-17,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,06:00-12:00,43,Low,19,7,17,13,0,dummy-v1,True
RS-00775,2025-12-17,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,12:00-18:00,55,Moderate,21,17,12,14,2,dummy-v1,True
RS-00776,2025-12-17,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,18:00-23:59,57,Moderate,14,12,9,19,3,dummy-v1,True
RS-00777,2025-12-24,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,00:00-06:00,49,Moderate,26,9,5,19,5,dummy-v1,True
RS-00778,2025-12-24,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,06:00-12:00,71,High,20,22,17,17,3,dummy-v1,True
RS-00779,2025-12-24,JKS-014,Pasar Minggu,Pejaten Timur,CURAS,12:00-18:00,54,Moderate,21,18,19,6,9,dummy-v1,True
RS-00780,2025-12-24,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,18:00-23:59,33,Low,26,15,11,5,0,dummy-v1,True
RS-00781,2025-12-31,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,00:00-06:00,65,Moderate,15,21,20,11,2,dummy-v1,True
RS-00782,2025-12-31,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,06:00-12:00,50,Moderate,29,21,12,13,10,dummy-v1,True
RS-00783,2025-12-31,JKS-014,Pasar Minggu,Pejaten Timur,CURANMOR,12:00-18:00,47,Moderate,16,9,9,5,5,dummy-v1,True
RS-00784,2025-12-31,JKS-014,Pasar Minggu,Pejaten Timur,CURAT,18:00-23:59,88,Critical,26,17,15,8,6,dummy-v1,True
RS-00785,2025-10-01,JKS-015,Pasar Minggu,Ragunan,CURAS,00:00-06:00,43,Low,23,25,20,9,8,dummy-v1,True
RS-00786,2025-10-01,JKS-015,Pasar Minggu,Ragunan,CURAS,06:00-12:00,46,Moderate,11,20,9,16,3,dummy-v1,True
RS-00787,2025-10-01,JKS-015,Pasar Minggu,Ragunan,CURAS,12:00-18:00,50,Moderate,12,13,15,16,6,dummy-v1,True
RS-00788,2025-10-01,JKS-015,Pasar Minggu,Ragunan,CURANMOR,18:00-23:59,73,High,24,25,17,13,6,dummy-v1,True
RS-00789,2025-10-08,JKS-015,Pasar Minggu,Ragunan,CURAS,00:00-06:00,35,Low,20,5,20,9,1,dummy-v1,True
RS-00790,2025-10-08,JKS-015,Pasar Minggu,Ragunan,CURAT,06:00-12:00,41,Low,28,19,7,14,9,dummy-v1,True
RS-00791,2025-10-08,JKS-015,Pasar Minggu,Ragunan,CURAS,12:00-18:00,33,Low,20,10,19,6,7,dummy-v1,True
RS-00792,2025-10-08,JKS-015,Pasar Minggu,Ragunan,CURANMOR,18:00-23:59,85,Critical,27,11,7,18,4,dummy-v1,True
RS-00793,2025-10-15,JKS-015,Pasar Minggu,Ragunan,CURANMOR,00:00-06:00,72,High,11,20,9,18,3,dummy-v1,True
RS-00794,2025-10-15,JKS-015,Pasar Minggu,Ragunan,CURAT,06:00-12:00,25,Low,25,13,5,12,8,dummy-v1,True
RS-00795,2025-10-15,JKS-015,Pasar Minggu,Ragunan,CURANMOR,12:00-18:00,58,Moderate,10,11,6,9,4,dummy-v1,True
RS-00796,2025-10-15,JKS-015,Pasar Minggu,Ragunan,CURAS,18:00-23:59,47,Moderate,26,9,16,7,8,dummy-v1,True
RS-00797,2025-10-22,JKS-015,Pasar Minggu,Ragunan,CURAS,00:00-06:00,51,Moderate,19,16,11,18,9,dummy-v1,True
RS-00798,2025-10-22,JKS-015,Pasar Minggu,Ragunan,CURAS,06:00-12:00,32,Low,25,12,8,20,0,dummy-v1,True
RS-00799,2025-10-22,JKS-015,Pasar Minggu,Ragunan,CURAT,12:00-18:00,60,Moderate,20,17,10,10,6,dummy-v1,True
RS-00800,2025-10-22,JKS-015,Pasar Minggu,Ragunan,CURANMOR,18:00-23:59,51,Moderate,19,5,20,11,3,dummy-v1,True
RS-00801,2025-10-29,JKS-015,Pasar Minggu,Ragunan,CURAT,00:00-06:00,30,Low,27,24,8,11,0,dummy-v1,True
RS-00802,2025-10-29,JKS-015,Pasar Minggu,Ragunan,CURAS,06:00-12:00,54,Moderate,29,6,20,9,8,dummy-v1,True
RS-00803,2025-10-29,JKS-015,Pasar Minggu,Ragunan,CURANMOR,12:00-18:00,71,High,16,14,11,18,1,dummy-v1,True
RS-00804,2025-10-29,JKS-015,Pasar Minggu,Ragunan,CURAS,18:00-23:59,53,Moderate,20,12,15,6,6,dummy-v1,True
RS-00805,2025-11-05,JKS-015,Pasar Minggu,Ragunan,CURAT,00:00-06:00,68,Moderate,19,24,15,19,3,dummy-v1,True
RS-00806,2025-11-05,JKS-015,Pasar Minggu,Ragunan,CURAS,06:00-12:00,39,Low,15,23,19,13,3,dummy-v1,True
RS-00807,2025-11-05,JKS-015,Pasar Minggu,Ragunan,CURAT,12:00-18:00,44,Low,11,11,9,7,5,dummy-v1,True
RS-00808,2025-11-05,JKS-015,Pasar Minggu,Ragunan,CURAS,18:00-23:59,67,Moderate,21,9,20,15,10,dummy-v1,True
RS-00809,2025-11-12,JKS-015,Pasar Minggu,Ragunan,CURAS,00:00-06:00,63,Moderate,15,19,10,13,3,dummy-v1,True
RS-00810,2025-11-12,JKS-015,Pasar Minggu,Ragunan,CURAS,06:00-12:00,72,High,19,5,15,5,1,dummy-v1,True
RS-00811,2025-11-12,JKS-015,Pasar Minggu,Ragunan,CURAT,12:00-18:00,44,Low,29,19,10,20,1,dummy-v1,True
RS-00812,2025-11-12,JKS-015,Pasar Minggu,Ragunan,CURAS,18:00-23:59,64,Moderate,26,12,8,18,10,dummy-v1,True
RS-00813,2025-11-19,JKS-015,Pasar Minggu,Ragunan,CURAS,00:00-06:00,52,Moderate,22,25,11,7,8,dummy-v1,True
RS-00814,2025-11-19,JKS-015,Pasar Minggu,Ragunan,CURANMOR,06:00-12:00,49,Moderate,21,22,6,20,2,dummy-v1,True
RS-00815,2025-11-19,JKS-015,Pasar Minggu,Ragunan,CURANMOR,12:00-18:00,74,High,20,9,10,17,6,dummy-v1,True
RS-00816,2025-11-19,JKS-015,Pasar Minggu,Ragunan,CURAT,18:00-23:59,61,Moderate,16,22,6,16,5,dummy-v1,True
RS-00817,2025-11-26,JKS-015,Pasar Minggu,Ragunan,CURANMOR,00:00-06:00,32,Low,30,21,8,5,9,dummy-v1,True
RS-00818,2025-11-26,JKS-015,Pasar Minggu,Ragunan,CURANMOR,06:00-12:00,40,Low,24,19,12,5,2,dummy-v1,True
RS-00819,2025-11-26,JKS-015,Pasar Minggu,Ragunan,CURANMOR,12:00-18:00,25,Low,15,14,5,14,2,dummy-v1,True
RS-00820,2025-11-26,JKS-015,Pasar Minggu,Ragunan,CURANMOR,18:00-23:59,48,Moderate,11,23,18,17,8,dummy-v1,True
RS-00821,2025-12-03,JKS-015,Pasar Minggu,Ragunan,CURANMOR,00:00-06:00,25,Low,26,6,12,10,3,dummy-v1,True
RS-00822,2025-12-03,JKS-015,Pasar Minggu,Ragunan,CURANMOR,06:00-12:00,62,Moderate,15,22,7,13,6,dummy-v1,True
RS-00823,2025-12-03,JKS-015,Pasar Minggu,Ragunan,CURANMOR,12:00-18:00,30,Low,14,23,8,5,4,dummy-v1,True
RS-00824,2025-12-03,JKS-015,Pasar Minggu,Ragunan,CURAS,18:00-23:59,69,Moderate,17,16,14,10,9,dummy-v1,True
RS-00825,2025-12-10,JKS-015,Pasar Minggu,Ragunan,CURAT,00:00-06:00,40,Low,28,22,12,17,3,dummy-v1,True
RS-00826,2025-12-10,JKS-015,Pasar Minggu,Ragunan,CURAS,06:00-12:00,31,Low,25,14,19,18,7,dummy-v1,True
RS-00827,2025-12-10,JKS-015,Pasar Minggu,Ragunan,CURANMOR,12:00-18:00,36,Low,24,12,11,14,4,dummy-v1,True
RS-00828,2025-12-10,JKS-015,Pasar Minggu,Ragunan,CURAS,18:00-23:59,51,Moderate,16,16,18,15,2,dummy-v1,True
RS-00829,2025-12-17,JKS-015,Pasar Minggu,Ragunan,CURAT,00:00-06:00,52,Moderate,12,10,17,12,8,dummy-v1,True
RS-00830,2025-12-17,JKS-015,Pasar Minggu,Ragunan,CURAT,06:00-12:00,26,Low,23,23,19,18,6,dummy-v1,True
RS-00831,2025-12-17,JKS-015,Pasar Minggu,Ragunan,CURAT,12:00-18:00,51,Moderate,30,14,10,15,7,dummy-v1,True
